en,de,description,file,hash
"Show all comments that have been sent via the ip %s","Alle Kommentare anzeigen, die über die IP-Adresse %s gesendet wurden.",,site/modules/FrontendComments/FrontendCommentsManager.module,8ec06459f82e795bcb6b5febfad5c2ef
Date,Datum,,site/modules/FrontendComments/FrontendCommentsManager.module,44749712dbec183e983dcd78a7736c41
"Show all comments from the author with the email %s","Alle Kommentare des Autors mit der E-Mail-Adresse %s anzeigen",,site/modules/FrontendComments/FrontendCommentsManager.module,f5dcd842cd614833c0e101bc52131b29
"Not rated","Nicht bewertet",,site/modules/FrontendComments/FrontendCommentsManager.module,563eccaf954ed4fd94c68a469c2b851e
"Show all comments with a rating value of  %s","Alle Kommentare mit einer Bewertung von %s anzeigen",,site/modules/FrontendComments/FrontendCommentsManager.module,2620a6bab99fa4dfe3125ebded4d94ca
"Page title / ID","Seitentitel / ID",,site/modules/FrontendComments/FrontendCommentsManager.module,dbd7ea69964860f24ffcb9104bd1238a
"Number of replies","Anzahl der Antworten",,site/modules/FrontendComments/FrontendCommentsManager.module,e75931ae4327ec2de7560cd1dddb2ce7
Delete,Löschen,,site/modules/FrontendComments/FrontendCommentsManager.module,f2a6c498fb90ee345d997f888fce3b18
Comment,Kommentar,,site/modules/FrontendComments/FrontendCommentsManager.module,0be8406951cdfda82f00f79328cf4efc
Feedback,=,,site/modules/FrontendComments/FrontendCommentsManager.module,bea4c2c8eb82d05891ddd71584881b56
"There are no Comments","Es gibt keine Kommentare",,site/modules/FrontendComments/FrontendCommentsManager.module,d52b9a5366c59d106520f1bc0d3901f1
"There was an error processing your form.","Bei der Verarbeitung Ihres Formulars ist ein Fehler aufgetreten.",,site/modules/FrontendComments/FrontendCommentsManager.module,444028f2ccc7d0a41407d2301047ddb9
"Unrecognized field","Unbekanntes Feld",,site/modules/FrontendComments/FrontendCommentsManager.module,4f85d037300d5f7efcf7fdc3f973db7f
"Edit Comment with the ID #%s","Kommentar mit der ID #%s bearbeiten",,site/modules/FrontendComments/FrontendCommentsManager.module,112c6455adf5463fd1fe04c615982dae
"You have not the permission to edit this comment","Sie haben keine Berechtigung, diesen Kommentar zu bearbeiten.",,site/modules/FrontendComments/FrontendCommentsManager.module,29c7cf08976e4b259c4a59aa0e414f63
"No comments found","Keine Kommentare gefunden",,site/modules/FrontendComments/FrontendCommentsManager.module,515513ee9449fdd7745af0fcb0e1b078
"Unrecognized comment","Unbekannter Kommentar",,site/modules/FrontendComments/FrontendCommentsManager.module,fd2a30da4345a772c11da99bf064ccfb
"An error occurred during the process. Please try it once again.","Während des Vorgangs ist ein Fehler aufgetreten. Bitte versuchen Sie es erneut.",,site/modules/FrontendComments/FrontendCommentsManager.module,d1633d5cdf231d266431022aed10026d
Email,E-Mail,,site/modules/FrontendComments/FrontendCommentsManager.module,ce8ae9da5b7cd6c3df2929543a9af92d
Website,Webseite,,site/modules/FrontendComments/FrontendCommentsManager.module,15bbb9d0bbf25e8d2978de1168c749dc
"%s star","%s Stern",,site/modules/FrontendComments/FrontendCommentsManager.module,54e7ab179a80b1a740e405cbeca670ff
"%s stars","%s Sterne",,site/modules/FrontendComments/FrontendCommentsManager.module,65cd4b972052588b238e55d5ddad73da
"Pending approval","Wartet auf Genehmigung",,site/modules/FrontendComments/FrontendCommentsManager.module,b8e2c23a15e49a10d6f0562a3dce2538
SPAM,=,,site/modules/FrontendComments/FrontendCommentsManager.module,c72beebe6ecbdddff71b846c4858ebcb
"Delete the comment","Kommentar löschen",,site/modules/FrontendComments/FrontendCommentsManager.module,851777bf0529c4d9d9d0bad0f792cd25
Upvotes,"Positive Wertungen",,site/modules/FrontendComments/FrontendCommentsManager.module,63e90287fd383e2e42e4778c0e9d7a71
Downvotes,"Negative Wertungen",,site/modules/FrontendComments/FrontendCommentsManager.module,b45352aeca3646b5fb15baa385d44224
"User ID",Nutzer-ID,,site/modules/FrontendComments/FrontendCommentsManager.module,1edcdad89b3a2245d759a169da1bf5a3
"Parent ID",Eltern-ID,,site/modules/FrontendComments/FrontendCommentsManager.module,96c88741d441f47bcb02024773dd7b6d
"Page ID",Seiten-ID,,site/modules/FrontendComments/FrontendCommentsManager.module,30722aa4ee66bd5b06a4abe892c9e963
"Save changes","Änderungen speichern",,site/modules/FrontendComments/FrontendCommentsManager.module,daa6b483e9f6ca081ec7e0b4a352f9e9
"Back to the overview","Zurück zur Übersicht",,site/modules/FrontendComments/FrontendCommentsManager.module,7eaa2e9465506f5ecd9b8fb21449bf18
of,von,,site/modules/FrontendComments/FrontendCommentsManager.module,8bf8854bebe108183caeb845c7676ae4
SQL-Statement,SQL-Anweisung,,site/modules/FrontendComments/FrontendCommentsManager.module,d142ebe4786fbc0ffb437b1ed3c2d2c7
"There are no FrontendComments fields installed.","Es sind keine FrontendComments-Felder installiert.",,site/modules/FrontendComments/FrontendCommentsManager.module,7df21df70ba404315cc66835a99899d9
"Wrong value for status. Status can only have the following values: 0,1,2 or 4.","Falscher Wert für den Status. Der Status kann nur die folgenden Werte haben: 0, 1, 2 oder 4.",,site/modules/FrontendComments/FrontendCommentsManager.module,c940d679fcdb70ce1c5430c453b303b1
"Use comments manager rather than in-page editor?","Den Kommentar-Manager anstelle des Inline-Editors verwenden?",,site/modules/FrontendComments/FrontendCommentsManager.module,de409f1196a299b23fcbdfaf9efe0740
"When enabled user will be directed to the dedicated comments manager for editing comments.","Wenn diese Option aktiviert ist, wird der Benutzer zum speziellen Kommentar-Manager weitergeleitet, um Kommentare zu bearbeiten.",,site/modules/FrontendComments/FrontendCommentsManager.module,33c3c08ba0fba5a5c7cf3200a45dd907
"This may be preferable because the comments manager has more features and uses pagination.","Dies kann vorteilhaft sein, da der Kommentar-Manager über mehr Funktionen verfügt und eine Paginierung verwendet.",,site/modules/FrontendComments/FrontendCommentsManager.module,3857c404875aaaa89b52103fed3f5af6
"Comments manager",Kommentar-Manager,,site/modules/FrontendComments/FrontendCommentsManager.module,e6cdd9466e5eb945e24fb667af223478
"A custom page for the FrontendComments module to manage all comments in one place","Eine benutzerdefinierte Seite für das FrontendComments-Modul, um alle Kommentare an einem Ort zu verwalten.",,site/modules/FrontendComments/FrontendCommentsManager.module,e7732e0f120a366180cf69faeaffa2f4
"FrontendComments manager","FrontendComments Manager",,site/modules/FrontendComments/FrontendCommentsManager.module,13fe326d255dc633e2d4f2283aedce9b
